转债编码,名称,正股代码,正股名称,转债价格,溢价率,信用,续存期,税前收益率,营收(亿元),应收同比(%),净利润(亿元),净利润同比(%),利润率(%),利润率同比(%),ROE(%),ROE同比(%),负债率,负债率同比(%),报告期,PB,股票市值(亿元),转股余额(亿元),余额/股本(%),双低值
110043,无锡转债,600908,无锡银行,124.01,10.5,AA+,3.03,-4.68,28.71,11.94,10.02,4.38,34.89,-6.76,8.39,-1.53,93.17,0.19,2020-09-30,1.05,120.0,29.2,27.3,134.51
128034,江银转债,002807,江阴银行,106.689,12.2,AA+,3.1,0.53,25.0,-3.28,6.48,1.83,25.94,5.28,5.43,-7.02,91.23,0.71,2020-09-30,0.82,93.0,17.6,18.0,118.89
123007,道氏转债,300409,道氏技术,104.18,16.0,AA-,3.16,2.12,21.63,-11.39,0.6,576.8,2.79,-636.54,2.41,563.46,46.41,-1.23,2020-09-30,2.48,73.0,3.04,3.8,120.18
128033,迪龙转债,002658,雪迪龙,106.52,15.7,AA,3.15,0.78,6.75,-28.51,0.61,-37.05,9.08,-12.02,2.86,-38.36,31.71,12.82,2020-09-30,2.43,49.0,5.2,9.7,122.22
113017,吉视转债,601929,吉视传媒,95.11,54.2,AA+,3.19,5.06,12.84,-7.63,0.4,-63.12,3.13,-60.13,0.58,-62.09,49.77,0.63,2020-09-30,0.86,57.0,15.6,17.0,149.31
110041,蒙电转债,600863,内蒙华电,105.78,12.9,AAA,3.2,1.22,112.75,7.67,9.92,-1.88,8.79,-8.91,7.75,-5.02,59.64,-2.99,2020-09-30,1.24,146.0,18.7,12.0,118.68
128032,双环转债,002472,双环传动,105.583,28.3,AA,3.16,1.28,24.6,8.78,0.15,-85.31,0.6,-86.46,0.41,-85.2,57.74,5.72,2020-09-30,1.67,56.0,10.0,14.7,133.88
128030,天康转债,002100,天康生物,275.9,93.4,AA,3.15,-28.4,86.21,66.43,14.78,389.75,17.14,194.5,27.89,219.11,45.32,-12.02,2020-09-30,2.01,120.0,0.96,1.1,369.3
128029,太阳转债,002078,太阳纸业,202.3,10.0,AA+,3.18,-30.6,156.39,-4.65,13.82,-6.93,8.84,-2.43,9.11,-18.73,54.94,0.37,2020-09-30,2.66,413.0,9.09,4.1,212.3
123004,铁汉转债,300197,铁汉生态,102.15,12.5,AA,3.16,2.36,22.61,-50.06,-2.51,-1309.42,-11.09,-2510.87,-4.76,-1587.5,77.07,1.67,2020-09-30,1.58,98.0,8.03,7.4,114.65
128026,众兴转债,002772,众兴菌业,97.68,22.6,AA-,3.22,4.28,10.34,34.67,1.21,205.92,11.67,127.04,4.6,208.72,51.36,9.12,2020-09-30,1.37,34.0,9.19,21.8,120.28
128025,特一转债,002728,特一药业,98.736,29.9,AA-,3.24,3.7,4.33,-36.91,0.29,-78.57,6.64,-66.04,2.58,-77.35,50.03,-3.63,2020-09-30,2.25,23.0,2.99,10.0,128.64
128023,亚太转债,002284,亚太股份,96.375,93.1,AA,3.24,5.57,19.68,-12.59,-0.36,52.19,-1.82,-45.18,-1.36,50.0,53.68,2.07,2020-09-30,1.57,38.0,9.99,13.1,189.48
128022,众信转债,002707,众信旅游,105.499,16.7,AA-,3.24,1.17,13.81,-85.6,-3.13,-372.61,-22.64,-1986.67,-13.89,-394.28,53.18,-10.91,2020-09-30,3.05,65.0,4.56,6.4,122.2
128021,兄弟转债,002562,兄弟科技,109.788,12.6,AA,3.24,-0.34,14.21,58.16,1.02,429.97,7.17,235.05,4.55,441.67,47.16,23.8,2020-09-30,1.97,54.0,2.65,4.8,122.39
123002,国祯转债,300388,节能国祯,114.179,8.5,AA,3.24,-1.81,25.36,-1.73,2.72,7.21,10.71,9.06,7.56,-23.79,71.17,-1.26,2020-09-30,1.65,62.0,2.52,4.3,122.68
110038,济川转债,600566,济川药业,104.49,22.8,AA,3.32,1.76,43.14,-19.9,9.6,-26.5,22.24,-8.25,15.92,-30.93,25.72,-18.13,2020-09-30,2.45,180.0,6.28,3.0,127.29
113502,嘉澳转债,603822,嘉澳环保,104.1,129.0,AA-,3.32,2.61,9.94,17.51,0.32,-29.89,3.19,-40.26,4.04,-31.64,58.03,19.01,2020-09-30,1.99,15.0,1.85,5.6,233.1
128018,时达转债,002527,新时达,102.665,27.0,AA,3.3,2.46,28.2,9.57,0.77,36.64,2.71,24.31,2.84,35.89,47.81,0.94,2020-09-30,1.46,37.0,4.04,8.8,129.67
113016,小康转债,601127,小康股份,156.5,0.3,AA,3.34,-13.0,92.25,-20.16,-7.25,-72.13,-7.86,115.34,-12.7,-53.01,74.01,3.36,2020-09-30,5.34,313.0,4.17,2.1,156.8
128017,金禾转债,002597,金禾实业,180.4,4.9,AA,3.32,-17.8,27.12,-9.42,5.33,-12.74,19.66,-3.63,11.52,-23.96,26.87,-5.91,2020-09-30,4.69,216.0,5.52,4.4,185.3
113014,林洋转债,601222,林洋能源,102.8,16.9,AA,3.36,2.43,44.18,73.58,9.35,33.48,21.17,-23.1,8.74,30.64,44.15,4.03,2020-09-30,1.26,131.0,30.0,20.1,119.7
113013,国君转债,601211,国泰君安,112.29,30.4,AAA,3.67,-1.6,257.37,24.98,89.52,36.75,34.78,9.41,6.89,32.76,79.2,8.16,2020-09-30,1.18,"1,458",69.9,4.1,142.69
128015,久其转债,002279,久其软件,98.95,93.8,A+,3.68,5.34,18.83,1.49,-1.29,-2040.91,-6.83,-1997.22,-13.92,-2500.0,61.31,0.04,2020-09-30,4.88,34.0,7.8,11.6,192.75
127004,模塑转债,000700,模塑科技,171.3,162.0,AA,3.6,-17.4,40.55,3.1,-0.38,-142.53,-0.94,-141.41,-1.38,-136.51,66.98,-4.48,2020-09-30,1.72,45.0,1.32,1.9,333.3
128014,永东转债,002753,永东股份,103.195,65.4,AA-,3.68,3.81,16.27,-23.75,0.69,0.95,4.22,32.29,3.78,-18.53,23.02,-23.21,2020-09-30,1.68,30.0,3.37,7.1,168.6
113012,骆驼转债,601311,骆驼股份,122.93,9.9,AA,3.68,-6.46,67.89,2.08,4.51,7.2,6.64,5.06,6.71,-1.47,38.67,-8.86,2020-09-30,1.88,126.0,5.1,4.5,132.83
113011,光大转债,601818,光大银行,122.81,12.4,AAA,3.68,-6.85,1068.21,6.59,296.05,-5.71,27.71,-11.55,8.3175,-15.67,91.66,-0.31,2020-09-30,0.66,"2,221",242.0,11.9,135.21
128013,洪涛转债,002325,洪涛股份,104.098,1.5,AA-,4.58,4.08,25.62,-11.97,-0.54,-149.98,-2.11,-156.87,-1.75,-152.71,70.77,3.15,2020-09-30,1.0,30.0,11.8,40.7,105.6
127003,海印转债,000861,海印股份,104.346,44.9,AA,4.73,5.95,12.24,-28.23,1.41,18.87,11.56,65.62,3.77,12.54,60.31,-6.04,2020-09-30,1.27,50.0,6.74,9.7,149.25
113009,广汽转债,601238,广汽集团,106.0,43.2,AAA,5.13,0.0,431.49,0.27,50.02,-21.04,11.59,-21.26,6.06,-23.77,35.31,1.63,2020-09-30,1.29,"1,082",25.5,1.7,149.2
110034,九州转债,600998,九州通,109.6,12.0,AA+,5.15,-1.79,803.2,9.46,21.41,110.23,2.67,92.09,11.2,101.08,68.35,-2.11,2020-09-30,1.79,336.0,15.0,4.4,121.6
110033,国贸转债,600755,厦门国贸,108.84,17.2,AAA,5.18,-0.98,2262.32,38.83,19.63,3.79,0.87,-25.0,10.45,-3.42,74.65,3.23,2020-09-30,0.86,130.0,12.1,8.7,126.04
110031,航信转债,600271,航天信息,106.58,97.9,AAA,5.73,1.79,108.69,-43.23,1.76,-84.61,1.62,-72.91,1.47,-85.27,37.13,-6.47,2020-09-30,1.87,215.0,24.0,6.0,204.48
